"Subject_Course","CRN","Title","Instructional_Method","Schedule_Type","Accounting_Method","Units","BUILDING","ROOM","DAYS","Time","Ptrm","Start_Date","End_Date","Max_Enroll","Actual_Enroll","WAIT_CAPACITY","Wait_List","Status","Instructor","CAMPUS"
"ESL 411",20654,"Beginning Reading/Vocabulary 2",OHF,02,E,0,LINDSC,N/A,T,"6:10PM - 9:00PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,LIN
"ESL 411",20654,"Beginning Reading/Vocabulary 2",OHF,71,E,0,ONLINE,LIVE,T,"6:10PM - 9:00PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,LIN
"ESL 411",20655,"Beginning Reading/Vocabulary 2",OHF,02,E,0,PROTDI,N/A,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,DIN
"ESL 411",20655,"Beginning Reading/Vocabulary 2",OHF,71,E,0,ONLINE,LIVE,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,DIN
"ESL 411",20684,"Beginning Reading/Vocabulary 2",02,02,E,0,HACEDU,E92,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,HAC
"ESL 411",20896,"Beginning Reading/Vocabulary 2",OHF,02,E,0,TCCB,B120,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,TCC
"ESL 411",20896,"Beginning Reading/Vocabulary 2",OHF,71,E,0,ONLINE,LIVE,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,TCC
"ESL 412",20656,"Beg. Listening/Speaking 2",02,02,E,0,CORFRC,N/A,R,"9:00AM - 11:05AM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,COR
"ESL 412",20657,"Beg. Listening/Speaking 2",02,02,E,0,CSET,N/A,R,"5:30PM - 7:35PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,VIS
"ESL 412",20658,"Beg. Listening/Speaking 2",OHF,02,E,0,LINDSC,N/A,R,"6:10PM - 8:15PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,LIN
"ESL 412",20658,"Beg. Listening/Speaking 2",OHF,71,E,0,ONLINE,LIVE,R,"6:10PM - 8:15PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,LIN
"ESL 412",20659,"Beg. Listening/Speaking 2",OHF,02,E,0,PROTDI,N/A,R,"5:30PM - 7:35PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,DIN
"ESL 412",20659,"Beg. Listening/Speaking 2",OHF,71,E,0,ONLINE,LIVE,R,"5:30PM - 7:35PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,DIN
"ESL 412",20660,"Beg. Listening/Speaking 2",OHF,02,E,0,WOOCC,N/A,R,"9:00AM - 11:05AM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,WOO
"ESL 412",20660,"Beg. Listening/Speaking 2",OHF,71,E,0,ONLINE,LIVE,R,"9:00AM - 11:05AM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,WOO
"ESL 412",20685,"Beg. Listening/Speaking 2",02,02,E,0,HACEDU,E92,R,"5:30PM - 7:35PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,HAC
"ESL 412",20891,"Beg. Listening/Speaking 2",OHF,02,E,0,TCCB,B120,R,"5:30PM - 7:35PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,TCC
"ESL 412",20891,"Beg. Listening/Speaking 2",OHF,71,E,0,ONLINE,LIVE,R,"5:30PM - 7:35PM",OE,1/12/2026,5/20/2026,30,0,0,0,A,Staff,TCC
"ESL 420",20661,"Intermediate Writing/Grammar 3",06,02,E,0,EDSUPP,112,MW,"10:40AM - 12:00PM",OE,1/12/2026,5/20/2026,40,0,0,0,A,Staff,COS
"ESL 420",20661,"Intermediate Writing/Grammar 3",06,04,E,0,EDSUPP,145,MW,"12:10PM - 1:30PM",OE,1/12/2026,5/20/2026,40,0,0,0,A,Staff,COS
"ESL 420",20662,"Intermediate Writing/Grammar 3",OHF,02,E,0,EDSUPP,112,MW,"5:30PM - 6:50PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 420",20662,"Intermediate Writing/Grammar 3",OHF,04,E,0,EDSUPP,145,MW,"7:00PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 420",20662,"Intermediate Writing/Grammar 3",OHF,71,E,0,ONLINE,LIVE,MW,"5:30PM - 6:50PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 420",20662,"Intermediate Writing/Grammar 3",OHF,71,E,0,ONLINE,LIVE,MW,"7:00PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 421",20663,"Intermediate Reading/Vocab 3",02,02,E,0,KERN,729A,MW,"9:10AM - 10:30AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 421",21199,"Intermediate Reading/Vocab 3",OHF,02,E,0,YOKUT,9,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 421",21199,"Intermediate Reading/Vocab 3",OHF,71,E,0,ONLINE,LIVE,T,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 422",20664,"Interm Listening/Speaking 3",02,02,E,0,KERN,729A,MW,"8:10AM - 9:15AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 422",20665,"Interm Listening/Speaking 3",OHF,02,E,0,KERN,729B,MW,"8:30PM - 9:35PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 422",20665,"Interm Listening/Speaking 3",OHF,71,E,0,ONLINE,LIVE,MW,"8:30PM - 9:35PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 430",20666,"Intermediate Writing/Grammar 4",OHF,02,E,0,EDSUPP,112,MW,"12:10PM - 1:25PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 430",20666,"Intermediate Writing/Grammar 4",OHF,04,E,0,EDSUPP,145,MW,"10:45AM - 12:00PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 430",20666,"Intermediate Writing/Grammar 4",OHF,71,E,0,ONLINE,LIVE,MW,"10:45AM - 12:00PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 430",20666,"Intermediate Writing/Grammar 4",OHF,71,E,0,ONLINE,LIVE,MW,"12:10PM - 1:25PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 430",20667,"Intermediate Writing/Grammar 4",06,02,E,0,EDSUPP,112,MW,"7:00PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 430",20667,"Intermediate Writing/Grammar 4",06,04,E,0,EDSUPP,145,MW,"5:30PM - 6:50PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 431",20668,"Intermediate Reading/Vocab 4",OHF,02,E,0,KERN,729B,MW,"9:10AM - 10:30AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 431",20668,"Intermediate Reading/Vocab 4",OHF,71,E,0,ONLINE,LIVE,MW,"9:10AM - 10:30AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 431",20669,"Intermediate Reading/Vocab 4",02,02,E,0,KERN,742,R,"5:30PM - 8:35PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 432",21537,"Interm Listening/Speaking 4",02,02,E,0,KERN,729A,MW,"8:30PM - 9:35PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 432",21538,"Interm Listening/Speaking 4",OHF,02,E,0,KERN,729B,MW,"8:10AM - 9:15AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 432",21538,"Interm Listening/Speaking 4",OHF,71,E,0,ONLINE,LIVE,MW,"8:10AM - 9:15AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20671,"Advanced Writing/Grammar 5",OHF,02,E,0,EDSUPP,112,TR,"10:45AM - 12:00PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20671,"Advanced Writing/Grammar 5",OHF,04,E,0,EDSUPP,145,TR,"12:10PM - 1:25PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20671,"Advanced Writing/Grammar 5",OHF,71,E,0,ONLINE,LIVE,TR,"10:45AM - 12:00PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20671,"Advanced Writing/Grammar 5",OHF,71,E,0,ONLINE,LIVE,TR,"12:10PM - 1:25PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20672,"Advanced Writing/Grammar 5",OHF,02,E,0,EDSUPP,112,TR,"5:30PM - 6:45PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20672,"Advanced Writing/Grammar 5",OHF,04,E,0,EDSUPP,145,TR,"7:00PM - 8:15PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20672,"Advanced Writing/Grammar 5",OHF,71,E,0,ONLINE,LIVE,TR,"5:30PM - 6:45PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 440",20672,"Advanced Writing/Grammar 5",OHF,71,E,0,ONLINE,LIVE,TR,"7:00PM - 8:15PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 441",20673,"Advanced Reading/Vocab 5",OHF,02,E,0,KERN,729B,TR,"9:10AM - 10:25AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 441",20673,"Advanced Reading/Vocab 5",OHF,71,E,0,ONLINE,LIVE,TR,"9:10AM - 10:25AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 441",21557,"Advanced Reading/Vocab 5",OHF,02,E,0,KERN,729B,W,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 441",21557,"Advanced Reading/Vocab 5",OHF,71,E,0,ONLINE,LIVE,W,"5:30PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 442",20675,"Adv Listening/Speaking 5",OHF,02,E,0,KERN,729B,TR,"8:10AM - 9:00AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 442",20675,"Adv Listening/Speaking 5",OHF,71,E,0,ONLINE,LIVE,TR,"8:10AM - 9:00AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 442",20676,"Adv Listening/Speaking 5",OHF,02,E,0,EDSUPP,112,TR,"8:30PM - 9:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 442",20676,"Adv Listening/Speaking 5",OHF,71,E,0,ONLINE,LIVE,TR,"8:30PM - 9:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 450",21201,"Advanced Writing/Grammar 6",06,02,E,0,EDSUPP,112,TR,"7:10PM - 8:25PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 450",21201,"Advanced Writing/Grammar 6",06,04,E,0,EDSUPP,145,T,"8:45PM - 9:35PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 451",21476,"Adv Reading/Vocabulary 6",02,02,E,0,KERN,729A,TR,"5:30PM - 6:45PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 452",20679,"Adv Listening/Speaking 6",02,02,E,0,KERN,729A,TR,"8:10AM - 9:00AM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 452",21009,"Adv Listening/Speaking 6",02,02,E,0,KERN,729A,M,"6:10PM - 8:15PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 490",21325,"Advanced Academic ESL",OHF,02,E,0,KERN,729B,TR,"6:00PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 490",21325,"Advanced Academic ESL",OHF,04,E,0,EDSUPP,145,R,"8:30PM - 9:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 490",21325,"Advanced Academic ESL",OHF,71,E,0,ONLINE,LIVE,TR,"6:00PM - 8:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"ESL 490",21325,"Advanced Academic ESL",OHF,71,E,0,ONLINE,LIVE,R,"8:30PM - 9:20PM",OE,1/12/2026,5/20/2026,28,0,0,0,A,Staff,COS
"JOUR 007",21218,"Mass Communication",02,02,W,3,YOKUT,9,MW,"3:40PM - 4:55PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"JOUR 114",21316,"Editorial Board: Beginning",06,06,W,2,KAWEAH,260,MW,"5:10PM - 6:00PM",1,1/12/2026,5/20/2026,10,0,10,0,A,Staff,COS
"JOUR 114",21316,"Editorial Board: Beginning",06,06,W,2,N/A,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,10,0,10,0,A,Staff,COS
"JOUR 115",21169,"Editorial Board: Intermediate",06,06,W,2,N/A,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,20,0,10,0,A,Staff,COS
"JOUR 115",21169,"Editorial Board: Intermediate",06,06,W,2,KAWEAH,260,MW,"5:10PM - 6:00PM",1,1/12/2026,5/20/2026,20,0,10,0,A,Staff,COS
"JOUR 130",21317,"Media Practicum I",06,06,W,4,KAWEAH,260,MW,"5:10PM - 6:00PM",1,1/12/2026,5/20/2026,10,0,10,0,A,Staff,COS
"JOUR 130",21317,"Media Practicum I",06,06,W,4,N/A,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,10,0,10,0,A,Staff,COS
"JOUR 131",21257,"Media Practicum II",06,02,W,4,KAWEAH,260,MW,"5:10PM - 6:00PM",1,1/12/2026,5/20/2026,10,0,10,0,A,Staff,COS
"JOUR 131",21257,"Media Practicum II",06,04,W,4,N/A,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,10,0,10,0,A,Staff,COS
"LING 111",20535,"Introduction to Language",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"LING 111",21002,"Introduction to Language",02,02,W,3,YOKUT,14,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"SPAN 001",20050,"Beginning Spanish",02,02,W,4,KERN,732,MW,"8:10AM - 10:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"SPAN 001",20051,"Beginning Spanish",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"SPAN 001",20106,"Beginning Spanish",02,02,W,4,KERN,732,MW,"5:10PM - 7:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"SPAN 001",20111,"Beginning Spanish",02,02,W,4,KERN,727B,TR,"2:10PM - 4:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"SPAN 001",20369,"Beginning Spanish",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"SPAN 001",20568,"Beginning Spanish",02,02,W,4,KERN,732,MW,"2:10PM - 4:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"SPAN 001",21000,"Beginning Spanish",02,02,W,4,KERN,727B,TR,"9:10AM - 11:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"SPAN 002",20368,"Elementary Spanish",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"SPAN 002",20530,"Elementary Spanish",DE,02,W,4,CORHS,N/A,MTF,"11:20AM - 12:10PM",1,1/12/2026,5/20/2026,35,0,0,0,A,Staff,COR
"SPAN 002",20530,"Elementary Spanish",DE,02,W,4,CORHS,N/A,R,"12:30PM - 1:20PM",1,1/12/2026,5/20/2026,35,0,0,0,A,Staff,COR
"SPAN 002",21001,"Elementary Spanish",DE,02,W,4,LINHS,N/A,WF,"8:15AM - 9:05AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,LIN
"SPAN 002",21001,"Elementary Spanish",DE,02,W,4,LINHS,N/A,M,"12:05PM - 12:55PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,LIN
"SPAN 002",21001,"Elementary Spanish",DE,72,W,4,LINHS,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,LIN
"SPAN 002",21055,"Elementary Spanish",DE,02,W,4,CORHS,N/A,MTF,"9:50AM - 10:40AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,COR
"SPAN 002",21055,"Elementary Spanish",DE,02,W,4,CORHS,N/A,R,"9:40AM - 10:30AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,COR
"SPAN 002",21477,"Elementary Spanish",OH,02,IW,4,KERN,727B,M,"2:10PM - 4:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"SPAN 002",21477,"Elementary Spanish",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"SPAN 002",21859,"Elementary Spanish",DE,02,W,4,EXEHS,N/A,MTWR,"1:10PM - 2:00PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,EXE
"SPAN 002",21860,"Elementary Spanish",DE,02,W,4,VTEC,N/A,TR,"3:40PM - 5:30PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"SPAN 002",21950,"Elementary Spanish",DE,02,IW,4,KERN,734,M,"2:10PM - 4:00PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,COS
"SPAN 002",21950,"Elementary Spanish",DE,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,COS
"SPAN 003",21861,"Intermediate Spanish",DE,02,W,4,ELDIAM,N/A,TR,"11:05AM - 12:20PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"SPAN 003",21861,"Intermediate Spanish",DE,02,W,4,ELDIAM,N/A,M,"11:05AM - 11:55AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"SPAN 003",21862,"Intermediate Spanish",DE,02,W,4,ELDIAM,N/A,WF,"11:05AM - 12:20PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"SPAN 003",21862,"Intermediate Spanish",DE,02,W,4,ELDIAM,N/A,M,"12:05PM - 12:55PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"SPAN 004",20908,"Advanced Spanish",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"SPAN 004",21402,"Advanced Spanish",02,02,W,4,KERN,727B,MW,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"SPAN 023",21401,"Span 3 for Spanish Speakers",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"SPAN 023",21863,"Span 3 for Spanish Speakers",DE,02,W,4,N/A,N/A,TR,"1:50PM - 3:05PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,LIN
"SPAN 023",21863,"Span 3 for Spanish Speakers",DE,02,W,4,N/A,N/A,M,"11:10AM - 12:00PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,LIN
"SPAN 281",20270,"Spanish Interpreting Skills",02,02,W,3,KERN,727B,R,"5:10PM - 8:00PM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"LIBR 050",21176,"Research Skills Lifelong Learn",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,"Campbell, E",ONC
"LIBR 101",20410,"College Research Strategies",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,1/12/2026,2/12/2026,40,0,10,0,A,"Seyed, M",ONC
"LIBR 101",20475,"College Research Strategies",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,2/23/2026,3/27/2026,40,0,10,0,A,"Aceves, J",ONC
"LIBR 101",20623,"College Research Strategies",02,02,D,1,LODGPL,209,T,"2:10PM - 5:25PM",O,2/24/2026,3/24/2026,40,0,10,0,A,"Andrade-Azua, J",COS
"LIBR 101",20724,"College Research Strategies",02,02,D,1,LODGPL,209,W,"4:10PM - 7:25PM",O,3/11/2026,4/15/2026,40,0,10,0,A,"Romo Sanchez, A",COS
"LIBR 101",21175,"College Research Strategies",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,3/9/2026,4/17/2026,40,0,10,0,A,"Yang, R",ONC
"LIBR 101",21369,"College Research Strategies",02,02,D,1,TCCB,B119,R,"12:10PM - 3:25PM",O,2/26/2026,3/26/2026,40,0,10,0,A,"Lee, M",TCC
"LIBR 101",21875,"College Research Strategies",02,02,D,1,HACEDU,E92,T,"2:10PM - 5:25PM",O,2/24/2026,3/24/2026,30,0,10,0,A,"Lee, M",HAC
"LIBR 102",20365,"Internet Information Resources",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,1/12/2026,2/12/2026,40,0,10,0,A,"Xiong, M",ONC
"LIBR 102",20725,"Internet Information Resources",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,2/23/2026,3/27/2026,40,0,10,0,A,"Yang, R",ONC
"LIBR 102",20994,"Internet Information Resources",02,02,D,1,LODGPL,209,M,"1:10PM - 4:25PM",O,3/9/2026,4/13/2026,40,0,10,0,A,"Andrade-Azua, J",COS
"LIBR 103",20505,"Evaluating Information Sources",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,1/12/2026,2/12/2026,40,0,10,0,A,"Lee, M",ONC
"LIBR 103",20705,"Evaluating Information Sources",02,02,D,1,LODGPL,209,R,"10:10AM - 1:25PM",O,2/26/2026,3/26/2026,40,0,10,0,A,"Piedros, P",COS
"LIBR 103",20781,"Evaluating Information Sources",ON,72,ID,1,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,3/9/2026,4/17/2026,40,0,10,0,A,"Aceves, J",ONC
"LIBR 490AB",20297,"Information Competency Exam",ON,72,O,0,ONLINE,N/A,XX,"12:00AM - 12:00AM",,1/12/2026,5/20/2026,999,0,0,0,A,"Xiong, M",C
"CSCI 001",20506,"Programming Concepts/Method 1",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"CSCI 001",20506,"Programming Concepts/Method 1",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"CSCI 001",21163,"Programming Concepts/Method 1",OH,02,IW,4,JMUIR,JM223,F,"3:10PM - 5:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 001",21163,"Programming Concepts/Method 1",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 001",21163,"Programming Concepts/Method 1",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 002",20125,"Programming Concepts/Method 2",OH,02,IW,4,JMUIR,JM223,MW,"4:45PM - 6:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 002",20125,"Programming Concepts/Method 2",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 006",20578,"Discrete Structures",02,02,W,3,JMUIR,JM223,TR,"4:45PM - 6:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 020",20580,"MATLAB Programming",06,02,W,3,JMUIR,JM223,T,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"CSCI 020",20580,"MATLAB Programming",06,72,W,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ENGR 003",20257,"Materials Sci & Engineering",06,02,W,4,JMUIR,JM208,MWF,"9:10AM - 10:00AM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"ENGR 003",20257,"Materials Sci & Engineering",06,04,W,4,JMUIR,JM208,W,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"ENGR 004",20052,"Circuit Analysis",06,02,W,4,JMUIR,JM208,MWF,"11:10AM - 12:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"ENGR 004",20052,"Circuit Analysis",06,04,W,4,JMUIR,JM222,R,"1:10PM - 4:00PM",1,1/12/2026,5/20/2026,24,0,10,0,A,Staff,COS
"ENGR 020",20579,"MATLAB Programming",06,02,W,3,JMUIR,JM223,T,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ENGR 020",20579,"MATLAB Programming",06,72,W,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ENGR 110",20857,"Introduction to Engineering",OH,02,ID,2,JMUIR,JM222,T,"1:10PM - 4:00PM",O,1/12/2026,3/13/2026,32,0,10,0,A,Staff,COS
"ENGR 110",20857,"Introduction to Engineering",OH,72,ID,2,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,1/12/2026,3/13/2026,32,0,10,0,A,Staff,COS
"MATH 010",20585,"Structure and Concepts 1",02,02,IW,4,YOKUT,13,MW,"9:10AM - 11:00AM",1,1/12/2026,5/20/2026,32,0,10,0,A,Staff,COS
"MATH 010",20586,"Structure and Concepts 1",02,02,W,4,YOKUT,13,TR,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"MATH 010",20587,"Structure and Concepts 1",02S,02,W,4,YOKUT,13,TR,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,40,0,0,0,A,Staff,COS
"MATH 010",20601,"Structure and Concepts 1",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"MATH 010",20990,"Structure and Concepts 1",02S,02,W,4,YOKUT,13,TR,"9:10AM - 11:00AM",1,1/12/2026,5/20/2026,32,0,0,0,A,Staff,COS
"MATH 011",20581,"Structure and Concepts 2",02,02,W,4,YOKUT,13,MW,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
